id,date,sender,text,clearedmsg
653,2019-07-16 18:23:20+08:00,NTUFreeFood,clearing around 7.30pm,-2
654,2019-07-31 13:01:03+08:00,PeerUser(user_id=157540026),"9 packets of caifan outside saraca/meranti/tamarind hall gym, to be consumed by 230pm",-2
660,2019-08-05 13:32:46+08:00,PeerUser(user_id=480192929),"hello. leftovers outside lt 3,4 & 8",-2
661,2019-08-05 13:32:46+08:00,PeerUser(user_id=480192929),must clear by 2pm,-2
663,2019-08-05 19:09:23+08:00,PeerUser(user_id=48628073),extra duck rice at carpark under lkc lt at ns ,-2
664,2019-08-05 19:09:31+08:00,NTUFreeFood,around 10 packets to be cleared by 8pm,-2
666,2019-08-06 15:47:34+08:00,PeerUser(user_id=48628073),25 packets of leicha outside lt28 clearing by 4.30pm,-2
667,2019-08-06 18:54:37+08:00,PeerUser(user_id=48628073),"4 packets of boonlay power nasi lemak, 2 packets of halal chicken rice, 1 packet of vegetarian food outside lt28. clearing by 8.30pm",-2
669,2019-08-07 09:55:59+08:00,NTUFreeFood,free soy milk and youtiao at the benches below lkc lt (beside carpark b). clearing by 10am,-2
670,2019-08-07 10:14:28+08:00,NTUFreeFood,extended to 12pm,-2
672,2019-08-07 17:25:46+08:00,Behappy,bee hoon near tct lt.,-2
673,2019-08-07 17:25:46+08:00,Behappy,clearing time not known.,-1
674,2019-08-07 17:25:46+08:00,Behappy,near lt8,-2
675,2019-08-08 09:06:14+08:00,PeerUser(user_id=317274543),6 pkts of bfast: pancakes w hot dog and scrambled eggs at s3 sr6,-2
676,2019-08-13 13:44:03+08:00,Tangming,"nanyang audi buffet, clearing soon",-1
677,2019-08-13 13:44:03+08:00,Tangming,"still got plenty of mango salad, chicken, veg, and sambal sotong ",-2
678,2019-08-14 13:28:14+08:00,PeerUser(user_id=257232777),76 packets of food and 8 packets of vegetarian at sbs lobby,-2
679,2019-08-14 14:20:39+08:00,NTUFreeFood,cleared,678
680,2019-08-17 16:54:18+08:00,NTUFreeFood,food over at ns4 tr 15 now,-2
682,2019-08-20 21:05:38+08:00,PeerUser(user_id=32408687),fried rice tofu and veg at tamarind hall ,-2
683,2019-08-20 21:05:43+08:00,NTUFreeFood,clearing at 9.15,-2
684,2019-08-21 23:05:35+08:00,PeerUser(user_id=419412779),"heya we have cakes, sandwiches and samosas outside lt23, south spine  🥳",-2
685,2019-08-26 13:49:25+08:00,PeerUser(user_id=196482476),outside s2.2-b2-53. clearing at 2pm.,-2
687,2019-08-26 14:05:10+08:00,PeerUser(user_id=413826922),hi guys there’s lunch at linkway 2 and nie,-2
688,2019-08-26 14:05:10+08:00,PeerUser(user_id=413826922),clearing 220pm,-2
689,2019-08-26 14:07:15+08:00,PeerUser(user_id=413826922),do take note best eating time period is until 2pm,-2
690,2019-08-26 14:48:07+08:00,PeerUser(user_id=413826922),"lunch has been cleared, new set up is tea reception for participants kindly do not touch/consume thanks ",-1
693,2019-08-28 13:13:20+08:00,PeerUser(user_id=241717776),"nie block 2-3, clearing at 1:30pm.",-2
694,2019-08-28 15:25:25+08:00,PeerUser(user_id=413826922),some tea items outside lt1 nie,-2
695,2019-08-28 15:25:25+08:00,PeerUser(user_id=413826922),clearing by 345,-2
697,2019-08-30 20:13:43+08:00,NTUFreeFood,"loads of food left outside tr+36, the arc lvl 2.   caterers are clearing in 10 mins. hurryhurry ",-2
699,2019-09-03 16:35:06+08:00,PeerUser(user_id=304917486),"kueh, tea and coffee at hss level 5, (next to conference room 05-57) clearing at 5:15pm ",-2
700,2019-09-06 20:33:23+08:00,PeerUser(user_id=691506570),free food at the arc level b2,-2
703,2019-09-09 20:25:12+08:00,PeerUser(user_id=194181405),loads of free food at hall 5 mph  some plates and utensils left but come with your containers too ,-2
704,2019-09-09 20:27:13+08:00,NTUFreeFood,clearing by 9pm,-2
707,2019-09-11 20:10:29+08:00,PeerUser(user_id=82951655),n1.3 b4m  clearing at 9.30pm,-2
708,2019-09-16 21:25:56+08:00,PeerUser(user_id=48628073),food at tamarind function hall. clearing at 9.40pm ,-2
709,2019-09-17 18:57:01+08:00,PeerUser(user_id=196730668),"outside hive tr 4, level b4, clearing at 745pm",-2
711,2019-09-17 19:48:26+08:00,PeerUser(user_id=687074599),at hss foyer,-2
712,2019-09-17 20:40:02+08:00,PeerUser(user_id=432716472),"outside lt 27 (beehoon, sausage, sandwiches)",-2
714,2019-09-18 14:14:21+08:00,PeerUser(user_id=476709421),ntu innovation center. level 3,-2
715,2019-09-18 14:14:21+08:00,PeerUser(user_id=476709421),71 nanyang drive,-2
716,2019-09-18 14:14:21+08:00,PeerUser(user_id=476709421),clearing at 2.30.,-2
717,2019-09-19 19:32:37+08:00,PeerUser(user_id=351334898),"clearing at 2030, student services center",-2
718,2019-09-20 17:58:47+08:00,NTUFreeFood,"food outside tctlt, caterer will come to clear around 7.15pm ",-2
721,2019-09-20 19:56:42+08:00,PeerUser(user_id=663860526),free food   innovation centre level 3 (beside arc) clearing at 8.30,-2
723,2019-09-21 12:23:49+08:00,PeerUser(user_id=214260361),nasi lemak alot left clearing at 2pm hwlab1,-2
724,2019-09-24 19:47:38+08:00,PeerUser(user_id=242292492),buffet catering at hss audi until 8.15pm  lots of leftovers  ,-2
725,2019-09-26 15:13:51+08:00,NTUFreeFood,lots of leftover mamee packets at the tables at the lkc med building (59 nanyang dr) learning studio*,-2
726,2019-10-02 17:57:22+08:00,PeerUser(user_id=137289861),"lt22, south spine: veggies + white rice + honey chicken + seaweed chicken. around 15 packets. clearing around 610   ",-2
728,2019-10-02 18:10:11+08:00,NTUFreeFood,cleared,726
730,2019-10-04 11:26:44+08:00,PeerUser(user_id=687074599),outside lt1a. clearing soon,-2
731,2019-10-04 11:51:09+08:00,NTUFreeFood,cleared ,729
735,2019-10-09 14:41:15+08:00,PeerUser(user_id=231332904),sbs lobby. clearing,-1
736,2019-10-09 14:41:15+08:00,PeerUser(user_id=231332904),clearing soon,-1
739,2019-10-11 13:44:29+08:00,PeerUser(user_id=375140845),the arc tr 4,-2
740,2019-10-11 13:44:29+08:00,PeerUser(user_id=375140845),till 3pm,-2
741,2019-10-11 13:59:40+08:00,NTUFreeFood,finished ,738
743,2019-10-14 18:09:56+08:00,PeerUser(user_id=265978701),free food   lt15   ns,-2
744,2019-10-22 20:11:11+08:00,NTUFreeFood,hi aci function room (s4-b5-fr) has free food from now until 930pm   near s4,-2
745,2019-10-30 10:35:33+08:00,PeerUser(user_id=628692597),free stickys from cao at canopy k from now till 2pm. while stocks lasts ,-2
746,2019-10-30 11:19:48+08:00,L,free coffee from cao at canopy k too till 2pm,-2
747,2019-11-01 13:31:19+08:00,PeerUser(user_id=819431123),lots of bee hoon and nasi briyani near tct  clearing by 2pm,-2
751,2019-11-01 14:10:35+08:00,PeerUser(user_id=127095413),outside lt 8,-2
754,2019-11-02 15:01:53+08:00,PeerUser(user_id=710021125),event buffet in pin and inc(northspine beside kfc) till 3.30pm,-2
755,2019-11-04 13:52:12+08:00,PeerUser(user_id=206762760),some leftover food at the arc tr+22,-2
757,2019-11-05 19:03:24+08:00,PeerUser(user_id=447663318),food at abn l2 in front of dysonntu lab,-2
758,2019-11-05 20:11:40+08:00,PeerUser(user_id=50733892),free food at banyan hall blk 21b till 9pm but bring yr own plates,-2
759,2019-11-06 13:52:29+08:00,PeerUser(user_id=351334898),"research techno plaza beehoon, fish,long beans and coffee clearing by 1430hrs",-2
761,2019-11-08 14:18:58+08:00,PeerUser(user_id=154058175),"catered buffet lunch at the arc tr+15, clearing at 2:30pm",-2
762,2019-11-12 13:44:39+08:00,PeerUser(user_id=351334898),howl's  rtp clearing at 2pm,-2
764,2019-11-26 19:10:15+08:00,PeerUser(user_id=379692397),leftover food at ntu innovation centre (outside the theatre) level 3. clearing at 8pm.,-2
766,2019-11-29 19:37:41+08:00,PeerUser(user_id=243120956),ntu halal food. clearing at 9pm. utensils available and packet drinks.,-2
767,2019-11-29 19:37:41+08:00,PeerUser(user_id=243120956),at tct lt,-2
768,2019-11-29 20:48:21+08:00,NTUFreeFood,cleared ,766
770,2019-12-05 13:06:14+08:00,PeerUser(user_id=742766375),leftover food at rtp level 2,-2
771,2019-12-10 11:43:47+08:00,PeerUser(user_id=547851166),free food outside cae lab 1 n3-b3,-2
772,2019-12-12 13:15:27+08:00,NTUFreeFood,"leftover food at tr 52 the arc level 2, clearing 2.40pm",-2
773,2019-12-16 14:26:47+08:00,PeerUser(user_id=639377333),free caifan and mcmuffins at hss foyer beside liho now   while stocks last  clearing at 3pm,-2
776,2020-01-13 13:24:22+08:00,PeerUser(user_id=797029885),s3.1 b1 06 food clears at 2pm,-2
777,2020-01-13 13:29:31+08:00,PeerUser(user_id=547851166),free food outside arc tr+5,-2
778,2020-01-14 16:19:54+08:00,PeerUser(user_id=351334898),rtp halal vegetarian while stocks last  clear at 4:45pm,-2
783,2020-01-14 23:44:39+08:00,NTUFreeFood,"hi guys    we’re introducing frobo, our free food chatbot.   frobo is going to make spotting, posting and sharing free food sights easier for everyone. all you need to do is click and start chatting with frobo when you see free food around ntu.   frobo is intuitive, all you need to do is answer a few questions and your post will be shared to this channel, and eventually onto u-wave app.   what are you waiting for? click https://t.me/u_wave_food_bot to launch frobo.   *only hit post (the last step) if you’ve sighted free food.  happy sighting, team frobo.",-2
785,2020-01-15 13:46:34+08:00,NTUFreeFood,"frobo has food to share  thanks  a for spotting. keep your eyes peeled, ntu   food type:  buffet  location: spms atrium  clearing time: 2:15 maybe  more info: next",-2
786,2020-01-15 13:52:58+08:00,NTUFreeFood,"frobo has food to share  thanks  teck for spotting. keep your eyes peeled, ntu   food type:  catering food  location: lt15 (lvl4)  clearing time: 2:30pm  more info: halal",-2
787,2020-01-15 20:22:33+08:00,NTUFreeFood,"frobo has food to share  thanks  dfwoggie for spotting. keep your eyes peeled, ntu   food type:  buffet  location: ntu hall 5 mph  clearing time: 9.20pm  more info: halal",-2
788,2020-01-15 20:25:09+08:00,NTUFreeFood,"frobo has food to share  thanks  helloiam_max for spotting. keep your eyes peeled, ntu   food type:  buffet  location: lt2a (northspine)  clearing time: soon  more info: lots of otah left",-2
789,2020-01-16 16:12:09+08:00,NTUFreeFood,"frobo has food to share  thanks  cherrieweesh for spotting. keep your eyes peeled, ntu   food type:  buffet  location: hss foyer  clearing time: 530pm  more info: halal, beehoon, sausage, egg mayo sandwich, carrot cake",-2
790,2020-01-16 20:52:12+08:00,NTUFreeFood,"frobo has food to share  thanks  shan_square for spotting. keep your eyes peeled, ntu   food type:  bentos  location: hss foyer  clearing time: 9.15pm  more info: halal (contains seafood + 2 vegetarian)",-2
791,2020-01-17 13:51:51+08:00,NTUFreeFood,"frobo has food to share  thanks  nglebrenda for spotting. keep your eyes peeled, ntu   food type:  buffet  location: ntu innovation centre (71 nanyang drive level 3, s638075)  clearing time: n.a.  more info: orange clove catering",-2
792,2020-01-17 16:20:49+08:00,PeerUser(user_id=284329916),free pizza outside lt1. 😄,-2
798,2020-01-20 11:37:59+08:00,NTUFreeFood,"frobo has food to share  thanks  hw for spotting. keep your eyes peeled, ntu   food type:  buffet  location: nanyang auditorium foyer  clearing time: 1.30pm  more info: halal, free popcorn, candy floss & ice creams",-2
799,2020-01-20 12:44:33+08:00,NTUFreeFood,"frobo has food to share  thanks  hw for spotting. keep your eyes peeled, ntu   food type:  popcorn  location: nanyang auditorium foyer  clearing time: 4.30pm  more info: collect some stamps and get unlimited popcorn and candy floss  there are also 500 ice creams up for grabs",-2
801,2020-01-22 10:46:59+08:00,NTUFreeFood,"frobo has food to share  thanks  bearsaurus for spotting. keep your eyes peeled, ntu   food type:  others  location: ntu north spine canopy k & sky deck  clearing time: 5pm  more info: social impact week 2020:  just need to follow  threelegsbrandsingapore on instagram and do a survey ",-2
802,2020-01-22 17:12:37+08:00,PeerUser(user_id=240574793),outside sss lv 2 staff lounge,-2
803,2020-01-22 17:12:37+08:00,PeerUser(user_id=240574793),clearing 6.30,-2
804,2020-01-23 17:26:36+08:00,PeerUser(user_id=367181064),free goodie bag and koka laksa noodle  sac,-2
805,2020-01-23 17:26:36+08:00,PeerUser(user_id=367181064),"please take the entire bag instead of just the items in the goodie bag, thank uu:)",-2
806,2020-01-28 20:22:01+08:00,NTUFreeFood,"frobo has food to share  thanks  cherrieweesh for spotting. keep your eyes peeled, ntu   food type:  buffet  location: hss foyer  clearing time: 930  more info: vegetarian",-2
807,2020-01-29 15:50:35+08:00,NTUFreeFood,"frobo has food to share  thanks  queenalpacorn for spotting. keep your eyes peeled, ntu   food type:  others  location: school of humanities conference room level 5  clearing time: 4pm  more info: apple strudel, cake, eclairs and tea and coffee",-2
809,2020-01-30 17:32:55+08:00,NTUFreeFood,"frobo has food to share  thanks  jiatotheying for spotting. keep your eyes peeled, ntu   food type:  beehoon sausage etc  location: outside lt18 (ns1-1 level 4)  clearing time: 6.30pm  more info: -",-2
813,2020-01-31 15:14:28+08:00,PeerUser(user_id=322912295),lots of leftover food at nya exhibition hall lvl 3,-2
814,2020-01-31 15:14:28+08:00,PeerUser(user_id=322912295),clearing by 3.30pm,-2
815,2020-02-05 13:03:20+08:00,NTUFreeFood,"frobo has food to share  thanks  teck for spotting. keep your eyes peeled, ntu   food type:  rice, bee hoon  location: lt19  clearing time: 2:30  more info: vegetarian bee hoon and rice",-2
816,2020-02-06 20:09:07+08:00,NTUFreeFood,"frobo has food to share  thanks  threeace1 for spotting. keep your eyes peeled, ntu   food type:  buffet, veg bento  location: lt19a  clearing time: 9:30pm  more info: halal, veg bento",-2
817,2020-02-06 20:18:12+08:00,NTUFreeFood,"frobo has food to share  thanks  threeace1 for spotting. keep your eyes peeled, ntu   food type:  bentos  location: vegetarian bento  clearing time: 9:30pm  more info: vegetarian",-2
818,2020-02-08 10:47:33+08:00,NTUFreeFood,"frobo has food to share  thanks  s6august for spotting. keep your eyes peeled, ntu   food type:  bbtea, 🍦🌭  location: ntu spms  mas atrium  clearing time: 12pm  more info: whilst stock last ",-2
819,2020-02-08 11:11:37+08:00,NTUFreeFood,"frobo has food to share  thanks  tresa_qlh for spotting. keep your eyes peeled, ntu   food type:  bubble tea  location: spms mas atrium  clearing time: 12pm  more info: while stocks last",-2
820,2020-02-08 11:12:40+08:00,NTUFreeFood,"frobo has food to share  thanks  justinkzt for spotting. keep your eyes peeled, ntu   food type:  hotdogs  location: spms mas atrium  clearing time: 12pm  more info: while stocks last",-2
821,2020-02-10 21:25:06+08:00,NTUFreeFood,"frobo has food to share  thanks  natcatalyst for spotting. keep your eyes peeled, ntu   food type:  halal food  location: global lounge  clearing time: 10pm  more info: halal",-2
822,2020-02-11 14:17:27+08:00,NTUFreeFood,"frobo has food to share  thanks  charlie for spotting. keep your eyes peeled, ntu   food type:  buffet  location: arc level 1 outside tr+21  clearing time: 2:45pm  more info: halal",-2
823,2020-02-12 13:40:02+08:00,PeerUser(user_id=261890680),free bento outside arc tr+21 ,-2
824,2020-02-12 13:58:42+08:00,NTUFreeFood,finished,823
825,2020-02-13 15:36:33+08:00,PeerUser(user_id=448065013),free ice cream to be given out at scse lounge(n4-01a-01b)  until 4.15pm 🍦,-2
826,2020-02-15 12:43:17+08:00,NTUFreeFood,"frobo has food to share  thanks  vijaydwivedi75 for spotting. keep your eyes peeled, ntu   food type:  buffet  location: the arc - lhn tr +15, level 1  clearing time: 1.50pm  more info: halal",-2
827,2020-02-15 19:34:36+08:00,NTUFreeFood,"frobo has food to share  thanks  vijaydwivedi75 for spotting. keep your eyes peeled, ntu   food type:  buffet  location: the arc - lhn tr +15, level 1  clearing time: 8.00pm  more info: halal",-2
828,2020-02-16 12:59:52+08:00,NTUFreeFood,"frobo has food to share  thanks  vijaydwivedi75 for spotting. keep your eyes peeled, ntu   food type:  buffet  location: the arc - lhn tr +15, level 1  clearing time: 2pm  more info: halal",-2
829,2020-03-07 14:05:01+08:00,PeerUser(user_id=38820428),"hss level 5 near #05-57, clearing soon 2:15pm, come asap ",-2
830,2020-03-09 11:16:52+08:00,NTUFreeFood,"frobo has food to share  thanks  steve for spotting. keep your eyes peeled, ntu   food type:  pocky snack  location: between canteen b and lkc lt  clearing time: until stocks last  more info: no",-1
831,2020-03-09 13:30:04+08:00,NTUFreeFood,"frobo has food to share  thanks  gracelalicorne for spotting. keep your eyes peeled, ntu   food type:  others  location: north spine skydeck level 2 (near foodcourt)  clearing time: 4pm  more info: snacks, coffee, manicure, brown sugar bbt for everyone ",-2
832,2020-03-10 11:09:22+08:00,NTUFreeFood,"frobo has food to share  thanks  ethan for spotting. keep your eyes peeled, ntu   food type:  ice-cream, bakkwa,chocolate  location: outside tan chin tuan(tct lt)  clearing time: 16.30  more info: no",-2
833,2020-03-11 11:49:26+08:00,NTUFreeFood,"frobo has food to share  thanks  jack for spotting. keep your eyes peeled, ntu   food type:  ice-cream, bak gua and chips  location: tct pavillion  clearing time: 4.30pm  more info: no",-2
834,2020-03-13 12:13:33+08:00,NTUFreeFood,"frobo has food to share  thanks  peasizebrain for spotting. keep your eyes peeled, ntu   food type:  bentos  location: hall 8 comms hall  clearing time: 12.30pm  more info: food to be consumed by 1230 but we’ll just leave it here ",-2
835,2020-10-10 17:35:50+08:00,NTUFreeFood,"ice tea, matcha milk and milk tea at ntu innovation centre level 3",-2
837,2020-10-24 10:31:18+08:00,NTUFreeFood,there are ~40 vegetarian and 40 non-vegetarian bentos outside lt8,-2
838,2020-10-24 13:53:49+08:00,NTUFreeFood,vegetarian and non-vegetarian lunch bentos (abt 20 each) and mango pudding outside lt8,-2
839,2020-10-24 20:13:23+08:00,NTUFreeFood,dinner bentos at hall 8 ,-2
840,2020-10-24 20:13:59+08:00,NTUFreeFood,dinner bentos at hall 3  (wecome cates point),-2
841,2020-10-24 20:19:35+08:00,NTUFreeFood,dinner bentos at saraca ,-2
842,2020-10-24 20:21:55+08:00,NTUFreeFood,dinner bentos outside canteen 14,-2
843,2020-10-29 21:17:44+08:00,PeerUser(user_id=672890256),10 pcs kfc chicken at north hill cates collection point 😊,-2
844,2020-10-29 21:29:25+08:00,NTUFreeFood,all taken ,-2
845,2021-02-25 11:55:27+08:00,PeerUser(user_id=126852693),hi all food/deal lovers     dive is a startup formed by our fellow ntu students to improve deals/promotions discovery on the web (yes  no app download ). let us support them by following their telegram channel for the latest deals (exclusive deals to ntu students coming soon )  https://t.me/sgdivedeals  visit https://divedeals.sg for a great experience in discovering deals ,-2
846,2021-02-25 14:18:11+08:00,NTUFreeFood,free bubble tea from ntusu over at sac or linkway   admin building (near nanyang audi)  just fill in a survey at bit.ly/su-sasurvey. up to 2000 cups to be redeemed ,-2
850,2021-03-10 21:33:13+08:00,NTUFreeFood,leftovers at research techno plaza (ground floor)  please take note of the consume by time at your own risk.,-2
853,2021-05-12 13:23:08+08:00,PeerChannel(channel_id=1233797064),"dive deals is hosting a **giveaway  ** ✨✨ we're giving away **4 x $20 koi gift cards** to you and your friends  👯‍♀️👯‍♀️  to comment, click __leave a comment__ on this post. 1 comment = 1 entry  multiple entries are allowed; tag more friends and tell us why you chose them to share the prize with  😎  we’ll announce our favourite comment as the winning entry on **22 may 2021 (saturday)**. all 4 winners must be members in our telegram channel in order to qualify. happy commenting  🥳  our invite link: https://t.me/sgdivedeals   t&c in the comments section.",-2
854,2021-05-14 17:44:42+08:00,NTUFreeFood,"13 boxes of cheng tng leftover on a table in front of boost at ns. consume time by 2pm, pls take at your own risk ",-2
855,2021-07-02 12:04:06+08:00,NTUFreeFood,hi all  someone has accidentally ordered some groceries off redmart and sent it to their hall but is unable to pick it up. please feel free to pick it up at blk 66 (hall 14) outside the gate on the 2nd floor   it was delivered at 11am.,-2
856,2021-08-24 11:18:37+08:00,NTUFreeFood,"free beef horfun and ginger chicken rice at can 2 miniwok  this was a cates order that didn't get delivered, self collect at the stall. pm  celineva to get cates code number",-2
860,2021-08-26 21:18:57+08:00,NTUFreeFood,"hi all, vegetarian and non veg bentos at hive b5 near the taxi drop-off  will be there till around 10pm, please help yourselves   update: all are gone ",-2
861,2021-09-07 12:56:41+08:00,PeerChannel(channel_id=1233797064),💰 deals for ntu students for the month of september  🎀    🧡 popeyes: [$5 weekday deals](http://bit.ly/2wxcwqy)   🖤 popeyes:  [2 truffle fries or 2 truffle mashed potato for $5](http://bit.ly/38z52xd)  🍿 garrett popcorn : [1 complimentary small bag ](http://bit.ly/3dkrqgj) 🌶 prata wala : [seafood special up to 38% discount](http://bit.ly/3bjspxr)  🍔 burger king : [bbq cheesy trio burgers promo ](http://bit.ly/3dt4n8m) 🍦 burger king : [popular comebacks  chocolatey or cheesy? ](http://bit.ly/3brtfu3) 💚 crave nasi lemak : [6th anniversary bundle   $26.50 +free plushie ](http://bit.ly/3gtswrt) 🎞 golden village : [enjoy 1-for-1 movie ticket before 12pm and after 12am](http://bit.ly/3kmgzys)  🎞 golden village: [free gift with min. purchase of 2 tickets](http://bit.ly/3n21dzo)  click on the [link to read our blog](https://bit.ly/2vheljt) writeup on these deals listed here       🔖 follow  sgdivedeals or bookmark divedeals.sg for more personalised deals      wishing all of you students and staff a safe and wonderful start back at school ,-2
862,2021-09-09 13:56:43+08:00,NTUFreeFood,hi  there are 15 dessert and 2 laksa at arc level 2 outside tr+47 ,-2
863,2021-10-29 21:08:20+08:00,NTUFreeFood,14 veg + 2 non veg bento boxes available at saraca hall/hall 7 admin office from 9:30 pm onwards.,-2
867,2021-10-30 20:09:23+08:00,NTUFreeFood,vegetarian bento boxes and and assorted puddings kept at indian stall at saraca for distribution,-2
872,2021-11-22 14:14:48+08:00,PeerChannel(channel_id=1233797064),**<giveaway> starbucks $20 gift cards for a pair of lucky winners **  ☕️ stand a chance to win **$20 starbucks gift cards each** for you and your friends who joined this telegram channel.   🔥invite more friends to increase your chances of winning 🔥  forward this post to your friends now  👉🏼 sgdivedeals,-2
873,2021-11-22 14:15:26+08:00,NTUFreeFood,"something went wrong, please try again.",-2
874,2021-12-08 13:40:53+08:00,keristo,"hi ntu free food admin,  3x salmon fried rice , teriyaki chicken, croquet outside hive tr52",-2
875,2021-12-08 13:40:53+08:00,NTUFreeFood,"something went wrong, please try again.",-2
876,2021-12-10 18:37:24+08:00,Guo Ren,hi there are free bentos at spms level 3 atrium,-2
877,2021-12-10 18:37:24+08:00,NTUFreeFood,"something went wrong, please try again.",-2
878,2021-12-16 10:57:52+08:00,NTUFreeFood,there will be around 30 halal non-vegetarian bentos at nanyang auditorium level 3 from 12.30pm onwards  please feel free to head down and take after 1230pm,-2
879,2021-12-16 12:36:34+08:00,NTUFreeFood,"hello these are gone, thank you ",-2
880,2021-12-16 17:31:54+08:00,NTUFreeFood,hello  there will be around 35 halal non-vegetarian bentos at nanyang auditorium level 3 from 6pm onwards,-2
882,2022-01-04 12:37:49+08:00,PeerUser(user_id=948967941),"hive, tr+53",-2
895,2022-01-04 22:20:32+08:00,Joanne,going to be at northspine table outside boost from 10.30pm onwards please take ,-2
896,2022-01-06 12:43:39+08:00,PeerUser(user_id=948967941),"hihi, i have free food. ns lt8",-2
899,2022-01-11 21:14:13+08:00,PeerUser(user_id=46036917),hi i got 5 mash potatoes from kfc with spoons available at hall 16 dropoff point. still hot  auntie gaveaway as closing,-2
900,2022-01-13 19:49:39+08:00,NTUFreeFood,30+ boxes of mee goreng up for grabs at wkwsci level 1 benches  pls help yourselves,-2
901,2022-01-13 20:41:52+08:00,NTUFreeFood,all gone thanks ,-2
902,2022-01-14 20:30:32+08:00,PeerUser(user_id=908375407),"hi  i have 15 wholegrain fried beehoon (vegetarian friendly) at wkwsci, level 1. please help yourselves 🙏",-2
903,2022-01-14 22:04:59+08:00,NTUFreeFood,9 bento set + 1 vegetarian set available. pick up at the table in front of lhs tr+43,-2
904,2022-01-15 13:47:39+08:00,NTUFreeFood,6 bentos available at tr22 in the arc,-2
905,2022-01-15 14:47:31+08:00,NTUFreeFood,hello  we have 7 sandwich bento set + 6 mushroom soup left outside lhs-tr+22.,-2
906,2022-01-17 20:48:57+08:00,NTUFreeFood,"hi  40+ vegetarian friendly fried rice available at wkwsci, l2 (near the stairs). please help yourselves ",-2
907,2022-01-19 21:45:32+08:00,NTUFreeFood,"hi all, korean food here outside lt 22 with 10 bowls of soup  3 beef sets and 3 pork sets",-2
908,2022-01-20 20:21:16+08:00,PeerUser(user_id=325992157),theres like 40+ boxes of beehoon in wkw ,-2
910,2022-01-21 17:12:39+08:00,PeerUser(user_id=908375407),"15+ mee goreng (vegetarian) available at wkw l2, near the lift.",-2
911,2022-01-21 17:27:03+08:00,NTUFreeFood,all gone ,-2
912,2022-01-21 21:09:54+08:00,PeerUser(user_id=908375407),"17 packs of vege fried beehoon at wkw l2, near the lift. please help yourselves 🙏",-2
913,2022-01-21 21:36:13+08:00,NTUFreeFood,cleared ,912
914,2022-01-22 11:42:35+08:00,NTUFreeFood,28 boxes at wkw level 2 benches please help urselves,-2
917,2022-01-22 13:14:26+08:00,NTUFreeFood,hi all 9 bentos and 15 boxes of dessert at wkw level 2. pls feel free to take,-2
918,2022-01-23 11:06:23+08:00,NTUFreeFood,"hi, about 30 boxes of food at wkw level 2. please help urselves",-2
921,2022-01-23 13:02:19+08:00,NTUFreeFood,hi 7 bentos and 11 desserts at wkw level 2 pls help urselves ,-2
922,2022-01-23 15:04:41+08:00,NTUFreeFood,hi all some leftover pastries at wkw level 2. pls help urselves,-2
923,2022-01-24 20:51:25+08:00,PeerUser(user_id=908375407),"15 vegetarian fried beehoon, outside lt23. please feel free to come and collect  🙏",-2
924,2022-01-26 19:41:35+08:00,PeerUser(user_id=81958853),"hi  wsc foc has extra free food outside lkc theatre, left side is vegetarian right side is normal. all halal   ",-2
925,2022-01-27 20:06:54+08:00,Choo Ching 🧃,"hello theres 30+ packets of fried noodles at wkwsci level 1 benches (31 nanyang link, 637718) ",-2
926,2022-01-27 22:15:11+08:00,NTUFreeFood,"hi, there's some leftover veg and non veg bentos, jelly, water and garlic bread. outside lt2a",-2
928,2022-01-29 11:09:19+08:00,PeerUser(user_id=1270165823),wkw lvl2,-2
930,2022-01-30 11:07:22+08:00,PeerUser(user_id=1270165823),wkw lvl2,-2
934,2022-01-30 12:45:46+08:00,NTUFreeFood,same place - wkw level 2,-2
935,2022-02-03 18:53:50+08:00,Choo Ching 🧃,"hello theres 30+ boxes of sandwiches + donuts at wkwsci level 1 benches (31 nanyang link, 637718) ",-2
936,2022-02-04 20:53:38+08:00,PeerUser(user_id=1066463251),15 vegetarian fried noodle kuey tiaw at wkw lvl 2,-2
939,2022-02-05 10:19:42+08:00,NTUFreeFood,"40 brunch boxes at the arc - lecture theatre, pls help urselves ",-2
940,2022-02-05 10:31:17+08:00,NTUFreeFood,all cleared thanks ,939
943,2022-02-05 15:21:39+08:00,NTUFreeFood,"7 cheng tng & 20x fruits in cup up for grabs, pls help yourselves. at the arc lecture theatre ",-2
944,2022-02-05 15:28:41+08:00,NTUFreeFood,also finger sandwiches and éclairs up for grabs at the arc lt,-2
945,2022-02-05 16:18:24+08:00,NTUFreeFood,above all cleared ,-1
946,2022-02-07 20:03:29+08:00,PeerUser(user_id=908375407),35+ vegetarian fried rice available at lt26 ,-2
947,2022-02-10 19:51:44+08:00,Choo Ching 🧃,"hello, 15 packets of stir fried noodles at wkwsci level 1 benches (31 nanyang link, 637718) ",-2
948,2022-02-11 19:16:31+08:00,PeerUser(user_id=908375407),"30+ vegetarian mantou at wkw, level 2 near the lift. 😋",-2
949,2022-02-12 14:45:36+08:00,E,"7x lunch bento (halal, non- vegetarian) first come first serve. till 3.30pm only   outside s4-b5-sr1",-2
952,2022-02-13 10:12:29+08:00,NTUFreeFood,15 pax breakfast bento   s4-b5-sr1. till 11 am only,-2
953,2022-02-13 13:05:13+08:00,E,5-8 pax halal non vegetarian bento available (while stock last)   outside s4-b5-sr1,-2
